station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
OOA,2026-01-01 00:15,38.70,35.00,86.41,290.00,3.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.35,KOOA 010015Z AUTO 29003KT 10SM CLR 04/02 A2993 RMK AO2 T00370017,M
OOA,2026-01-01 00:35,38.00,34.70,87.76,300.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.43,KOOA 010035Z AUTO 30004KT 10SM CLR 03/02 A2994 RMK AO2 T00330015,M
OOA,2026-01-01 00:55,36.50,34.00,90.54,320.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.68,KOOA 010055Z AUTO 32004KT 10SM CLR 03/01 A2994 RMK AO2 T00250012,M
OOA,2026-01-01 01:15,37.00,34.70,91.29,320.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.26,KOOA 010115Z AUTO 32004KT 10SM CLR 03/02 A2994 RMK AO2 T00270015,M
OOA,2026-01-01 01:35,39.40,36.00,87.49,350.00,10.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.25,KOOA 010135Z AUTO 35010KT 10SM CLR 04/02 A2996 RMK AO2 T00410022,M
OOA,2026-01-01 01:55,39.20,35.60,86.79,350.00,14.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.44,KOOA 010155Z AUTO 35014KT 10SM CLR 04/02 A2996 RMK AO2 T00400020,M
OOA,2026-01-01 02:15,38.00,34.70,87.76,360.00,10.00,0.00,29.97,M,10.00,M,SCT,SCT,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,30.49,KOOA 010215Z AUTO 36010KT 10SM SCT070 SCT080 03/02 A2997 RMK AO2 T00330015,M
OOA,2026-01-01 02:35,37.60,34.00,86.70,360.00,11.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.54,KOOA 010235Z AUTO 36011KT 10SM CLR 03/01 A2997 RMK AO2 T00310012,M
OOA,2026-01-01 02:55,37.00,33.80,88.06,360.00,11.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.79,KOOA 010255Z AUTO 36011KT 10SM CLR 03/01 A2997 RMK AO2 T00280010,M
OOA,2026-01-01 03:15,36.00,32.50,86.96,10.00,17.00,0.00,29.98,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KOOA 010315Z AUTO 01017G22KT 10SM CLR 02/00 A2998 RMK AO2 T00230003,M
OOA,2026-01-01 03:35,35.40,32.00,87.27,360.00,12.00,0.00,29.98,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.33,KOOA 010335Z AUTO 36012G16KT 10SM CLR 02/00 A2998 RMK AO2 T00190000,M
OOA,2026-01-01 03:55,35.00,31.30,86.20,10.00,11.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.26,KOOA 010355Z AUTO 01011KT 10SM CLR 02/00 A2999 RMK AO2 T00161004,M
OOA,2026-01-01 04:15,34.30,31.00,87.57,10.00,13.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.51,KOOA 010415Z AUTO 01013KT 10SM CLR 01/M01 A3000 RMK AO2 T00131006,M
OOA,2026-01-01 04:35,33.80,30.40,87.19,360.00,14.00,0.00,30.01,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.48,KOOA 010435Z AUTO 36014G17KT 10SM CLR 01/M01 A3001 RMK AO2 T00101009,M
OOA,2026-01-01 04:55,33.00,28.60,83.65,360.00,14.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.45,KOOA 010455Z AUTO 36014KT 10SM CLR 01/M02 A3002 RMK AO2 T00051019,M
OOA,2026-01-01 05:15,32.50,28.60,85.35,360.00,10.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.60,KOOA 010515Z AUTO 36010KT 10SM CLR 00/M02 A3002 RMK AO2 T00031019,M
OOA,2026-01-01 05:35,32.00,29.00,88.53,360.00,11.00,0.00,30.03,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.47,KOOA 010535Z AUTO 36011G15KT 10SM CLR 00/M02 A3003 RMK AO2 T00011017,M
OOA,2026-01-01 05:55,32.00,27.70,83.93,360.00,12.00,0.00,30.04,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.00,KOOA 010555Z AUTO 36012G16KT 10SM CLR 00/M02 A3004 RMK AO2 T00001024 10042 20000 400800000,M
OOA,2026-01-01 06:15,31.00,26.00,81.46,360.00,13.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.29,KOOA 010615Z AUTO 36013KT 10SM CLR M01/M03 A3004 RMK AO2 T10061034,M
OOA,2026-01-01 06:35,29.50,24.80,82.37,20.00,14.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.94,KOOA 010635Z AUTO 02014KT 10SM CLR M01/M04 A3004 RMK AO2 T10141040,M
OOA,2026-01-01 06:55,28.00,23.70,83.65,20.00,15.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.59,KOOA 010655Z AUTO 02015KT 10SM CLR M02/M05 A3005 RMK AO2 T10221046,M
OOA,2026-01-01 07:15,26.80,22.30,82.87,20.00,14.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.46,KOOA 010715Z AUTO 02014KT 10SM CLR M03/M05 A3005 RMK AO2 T10291054,M
OOA,2026-01-01 07:35,25.70,20.70,81.05,10.00,14.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.04,KOOA 010735Z AUTO 01014KT 10SM CLR M03/M06 A3005 RMK AO2 T10351063,M
OOA,2026-01-01 07:55,24.80,19.80,80.98,10.00,11.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.37,KOOA 010755Z AUTO 01011KT 10SM CLR M04/M07 A3007 RMK AO2 T10401068,M
OOA,2026-01-01 08:15,24.00,19.20,81.61,20.00,11.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.36,KOOA 010815Z AUTO 02011KT 10SM CLR M04/M07 A3007 RMK AO2 T10451071,M
OOA,2026-01-01 08:35,23.00,18.00,80.83,30.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.03,KOOA 010835Z AUTO 03008KT 10SM CLR M05/M08 A3007 RMK AO2 T10501077,M
OOA,2026-01-01 08:55,22.30,17.60,81.83,20.00,10.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.80,KOOA 010855Z AUTO 02010KT 10SM CLR M05/M08 A3007 RMK AO2 T10541080,M
OOA,2026-01-01 09:15,21.70,17.20,82.49,30.00,8.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KOOA 010915Z AUTO 03008KT 10SM CLR M06/M08 A3006 RMK AO2 T10571082,M
OOA,2026-01-01 09:35,21.40,17.60,85.00,20.00,10.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.68,KOOA 010935Z AUTO 02010KT 10SM CLR M06/M08 A3006 RMK AO2 T10591080,M
OOA,2026-01-01 09:55,21.00,17.00,84.25,20.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.56,KOOA 010955Z AUTO 02008KT 10SM CLR M06/M08 A3007 RMK AO2 T10611084,M
OOA,2026-01-01 10:15,21.00,17.00,84.25,30.00,7.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.37,KOOA 011015Z AUTO 03007KT 10SM CLR M06/M08 A3006 RMK AO2 T10621084,M
OOA,2026-01-01 10:35,20.30,16.50,84.93,30.00,6.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.44,KOOA 011035Z AUTO 03006KT 10SM CLR M06/M09 A3006 RMK AO2 T10651086,M
OOA,2026-01-01 10:55,20.30,16.70,85.67,20.00,5.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.50,KOOA 011055Z AUTO 02005KT 10SM CLR M06/M08 A3006 RMK AO2 T10651085,M
OOA,2026-01-01 11:15,20.00,16.30,85.28,40.00,5.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.14,KOOA 011115Z AUTO 04005KT 10SM CLR M07/M09 A3006 RMK AO2 T10661087,M
OOA,2026-01-01 11:35,20.00,16.00,84.18,30.00,7.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.15,KOOA 011135Z AUTO 03007KT 10SM CLR M07/M09 A3006 RMK AO2 T10671088,M
OOA,2026-01-01 11:55,19.40,15.80,85.61,10.00,6.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.36,KOOA 011155Z AUTO 01006KT 10SM CLR M07/M09 A3007 RMK AO2 T10701090 11001 21070,M
OOA,2026-01-01 12:15,19.20,15.60,85.60,20.00,8.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.35,KOOA 011215Z AUTO 02008KT 10SM CLR M07/M09 A3007 RMK AO2 T10711091,M
OOA,2026-01-01 12:35,19.00,15.60,86.34,20.00,7.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.93,KOOA 011235Z AUTO 02007KT 10SM CLR M07/M09 A3007 RMK AO2 T10721091,M
OOA,2026-01-01 12:55,19.00,15.60,86.34,20.00,5.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011255Z AUTO 02005KT 10SM CLR M07/M09 A3007 RMK AO2 T10731091,M
OOA,2026-01-01 13:15,18.50,15.40,87.45,30.00,4.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.66,KOOA 011315Z AUTO 03004KT 10SM CLR M07/M09 A3007 RMK AO2 T10751092,M
OOA,2026-01-01 13:35,18.50,15.00,85.93,60.00,4.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.66,KOOA 011335Z AUTO 06004KT 10SM CLR M07/M09 A3006 RMK AO2 T10751095,M
OOA,2026-01-01 13:55,18.50,15.00,85.93,60.00,5.00,0.00,30.05,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,10.36,KOOA 011355Z AUTO 06005KT 10SM SCT110 M07/M09 A3005 RMK AO2 T10751095,M
OOA,2026-01-01 14:15,19.00,15.00,84.11,50.00,5.00,0.00,30.05,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011415Z AUTO 05005KT 10SM SCT110 M07/M09 A3005 RMK AO2 T10721095,M
OOA,2026-01-01 14:35,19.00,15.00,84.11,50.00,5.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011435Z AUTO 05005KT 10SM CLR M07/M09 A3005 RMK AO2 T10721094,M
OOA,2026-01-01 14:55,20.30,15.30,80.61,90.00,5.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.50,KOOA 011455Z AUTO 09005KT 10SM CLR M06/M09 A3004 RMK AO2 T10651093,M
OOA,2026-01-01 15:15,20.50,15.40,80.28,0.00,0.00,0.00,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.50,KOOA 011515Z AUTO 00000KT 10SM CLR M06/M09 A3006 RMK AO2 T10641092,M
OOA,2026-01-01 15:35,21.60,16.00,78.64,0.00,0.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.60,KOOA 011535Z AUTO 00000KT 10SM CLR M06/M09 A3007 RMK AO2 T10581089,M
OOA,2026-01-01 15:55,22.30,16.30,77.35,0.00,0.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.30,KOOA 011555Z AUTO 00000KT 10SM CLR M05/M09 A3007 RMK AO2 T10541087,M
OOA,2026-01-01 16:15,23.00,16.50,75.76,0.00,0.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KOOA 011615Z AUTO 00000KT 10SM CLR M05/M09 A3007 RMK AO2 T10511086,M
OOA,2026-01-01 16:35,23.70,17.40,76.49,0.00,0.00,0.00,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.70,KOOA 011635Z AUTO 00000KT 10SM CLR M05/M08 A3007 RMK AO2 T10461081,M
OOA,2026-01-01 16:55,23.70,17.60,77.15,110.00,4.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.73,KOOA 011655Z AUTO 11004KT 10SM CLR M05/M08 A3005 RMK AO2 T10461080,M
OOA,2026-01-01 17:15,25.50,18.70,75.03,100.00,3.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.26,KOOA 011715Z AUTO 10003KT 10SM CLR M04/M07 A3003 RMK AO2 T10361074,M
OOA,2026-01-01 17:35,24.80,18.30,75.94,170.00,3.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.46,KOOA 011735Z AUTO 17003KT 10SM CLR M04/M08 A3001 RMK AO2 T10401076,M
OOA,2026-01-01 17:55,26.80,20.00,75.16,180.00,6.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.27,KOOA 011755Z AUTO 18006KT 10SM CLR M03/M07 A2999 RMK AO2 T10291066 11029 21076,M
OOA,2026-01-01 18:15,26.80,20.00,75.16,200.00,6.00,0.00,29.98,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.27,KOOA 011815Z AUTO 20006KT 10SM CLR M03/M07 A2998 RMK AO2 T10291066,M
OOA,2026-01-01 18:35,28.00,21.00,74.65,180.00,5.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.64,KOOA 011835Z AUTO 18005KT 10SM CLR M02/M06 A2996 RMK AO2 T10231061,M
OOA,2026-01-01 18:55,29.00,21.00,71.65,240.00,6.00,0.00,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.92,KOOA 011855Z AUTO 24006KT 10SM CLR M02/M06 A2997 RMK AO2 T10161062,M
OOA,2026-01-01 19:15,29.00,19.60,67.50,0.00,0.00,0.00,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.00,KOOA 011915Z AUTO 00000KT 10SM CLR M02/M07 A2996 RMK AO2 T10161069,M
OOA,2026-01-01 19:35,30.20,20.70,67.36,230.00,4.00,0.00,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KOOA 011935Z AUTO 23004KT 10SM CLR M01/M06 A2994 RMK AO2 T10101063,M
OOA,2026-01-01 19:55,31.00,20.00,63.29,220.00,5.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.21,KOOA 011955Z AUTO 22005KT 10SM CLR M01/M07 A2993 RMK AO2 T10061067,M
OOA,2026-01-01 20:15,31.60,20.30,62.57,210.00,4.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.95,KOOA 012015Z AUTO 21004KT 10SM CLR 00/M06 A2992 RMK AO2 T10021065,M
OOA,2026-01-01 20:35,32.00,21.00,63.43,220.00,5.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.40,KOOA 012035Z AUTO 22005KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M
OOA,2026-01-01 20:55,32.00,21.00,63.43,190.00,4.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KOOA 012055Z AUTO 19004KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M
OOA,2026-01-01 21:15,32.00,21.00,63.43,220.00,5.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.40,KOOA 012115Z AUTO 22005KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M
OOA,2026-01-01 21:35,32.00,21.20,63.97,240.00,5.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.40,KOOA 012135Z AUTO 24005KT 10SM CLR 00/M06 A2990 RMK AO2 T00001060,M
OOA,2026-01-01 21:55,32.00,22.00,66.17,210.00,4.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KOOA 012155Z AUTO 21004KT 10SM CLR 00/M06 A2990 RMK AO2 T00001056,M
OOA,2026-01-01 22:15,31.60,23.00,70.14,240.00,5.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.92,KOOA 012215Z AUTO 24005KT 10SM CLR 00/M05 A2989 RMK AO2 T10021050,M
OOA,2026-01-01 22:35,30.00,25.00,81.39,240.00,9.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.03,KOOA 012235Z AUTO 24009KT 10SM CLR M01/M04 A2989 RMK AO2 T10111039,M
OOA,2026-01-01 22:55,29.30,25.00,83.74,260.00,8.00,0.00,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.79,KOOA 012255Z AUTO 26008KT 10SM CLR M01/M04 A2990 RMK AO2 T10151038,M
OOA,2026-01-01 23:15,29.00,24.80,84.07,270.00,8.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.42,KOOA 012315Z AUTO 27008KT 10SM CLR M02/M04 A2991 RMK AO2 T10171040,M
OOA,2026-01-01 23:35,28.40,24.80,86.16,270.00,6.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.19,KOOA 012335Z AUTO 27006KT 10SM CLR M02/M04 A2991 RMK AO2 T10201040,M
OOA,2026-01-01 23:55,28.00,24.80,87.59,280.00,4.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.75,KOOA 012355Z AUTO 28004KT 10SM CLR M02/M04 A2992 RMK AO2 T10221040 10000 21032,M
OOA,2026-01-02 00:15,28.00,24.80,87.59,260.00,4.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.75,KOOA 020015Z AUTO 26004KT 10SM CLR M02/M04 A2991 RMK AO2 T10231040,M
OOA,2026-01-02 00:35,27.50,24.40,87.93,270.00,4.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.17,KOOA 020035Z AUTO 27004KT 10SM CLR M02/M04 A2991 RMK AO2 T10251042,M
OOA,2026-01-02 00:55,27.00,24.60,90.52,270.00,3.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.97,KOOA 020055Z AUTO 27003KT 10SM CLR M03/M04 A2991 RMK AO2 T10281041,M
OOA,2026-01-02 01:15,26.60,24.80,92.80,270.00,4.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.11,KOOA 020115Z AUTO 27004KT 10SM CLR M03/M04 A2992 RMK AO2 T10301040,M
OOA,2026-01-02 01:35,27.00,24.80,91.27,290.00,4.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.58,KOOA 020135Z AUTO 29004KT 10SM CLR M03/M04 A2992 RMK AO2 T10281040,M
OOA,2026-01-02 01:55,27.30,25.00,90.91,290.00,3.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.32,KOOA 020155Z AUTO 29003KT 10SM CLR M03/M04 A2992 RMK AO2 T10261039,M
OOA,2026-01-02 02:15,27.30,25.00,90.91,0.00,0.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.30,KOOA 020215Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10261039,M
OOA,2026-01-02 02:35,27.00,24.80,91.27,0.00,0.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.00,KOOA 020235Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10281040,M
OOA,2026-01-02 02:55,26.00,24.40,93.56,350.00,4.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.41,KOOA 020255Z AUTO 35004KT 10SM CLR M03/M04 A2991 RMK AO2 T10331042,M
OOA,2026-01-02 03:15,25.50,24.00,93.93,340.00,3.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.26,KOOA 020315Z AUTO 34003KT 10SM CLR M04/M04 A2991 RMK AO2 T10361045,M
OOA,2026-01-02 03:35,25.30,23.70,93.54,330.00,3.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.03,KOOA 020335Z AUTO 33003KT 10SM CLR M04/M05 A2992 RMK AO2 T10371046,M
OOA,2026-01-02 03:55,25.30,23.70,93.54,0.00,0.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.30,KOOA 020355Z AUTO 00000KT 10SM CLR M04/M05 A2992 RMK AO2 T10371046,M
OOA,2026-01-02 04:15,25.70,24.00,93.16,0.00,0.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.70,KOOA 020415Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10351044,M
OOA,2026-01-02 04:35,26.60,24.30,90.88,0.00,0.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.60,KOOA 020435Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10301043,M
OOA,2026-01-02 04:55,27.50,23.40,84.32,310.00,4.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.17,KOOA 020455Z AUTO 31004KT 10SM CLR M02/M05 A2992 RMK AO2 T10251048,M
OOA,2026-01-02 05:15,28.00,23.50,82.95,360.00,4.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.75,KOOA 020515Z AUTO 36004KT 10SM CLR M02/M05 A2993 RMK AO2 T10231047,M
OOA,2026-01-02 05:35,28.00,23.50,82.95,350.00,5.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.64,KOOA 020535Z AUTO 35005KT 10SM CLR M02/M05 A2992 RMK AO2 T10221047,M
OOA,2026-01-02 05:55,28.00,23.50,82.95,350.00,6.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.71,KOOA 020555Z AUTO 35006KT 10SM CLR M02/M05 A2992 RMK AO2 T10231047 11022 21040 400001076,M
OOA,2026-01-02 06:15,28.00,24.00,84.71,350.00,7.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.90,KOOA 020615Z AUTO 35007KT 10SM CLR M02/M04 A2992 RMK AO2 T10221045,M
OOA,2026-01-02 06:35,28.00,23.50,82.95,340.00,8.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.19,KOOA 020635Z AUTO 34008KT 10SM CLR M02/M05 A2991 RMK AO2 T10221047,M
OOA,2026-01-02 06:55,28.00,23.50,82.95,350.00,7.00,0.00,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.90,KOOA 020655Z AUTO 35007KT 10SM CLR M02/M05 A2991 RMK AO2 T10221047,M
OOA,2026-01-02 07:15,28.00,23.70,83.65,360.00,9.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.54,KOOA 020715Z AUTO 36009KT 10SM CLR M02/M05 A2992 RMK AO2 T10221046,M
OOA,2026-01-02 07:35,28.00,23.40,82.61,340.00,7.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.90,KOOA 020735Z AUTO 34007KT 10SM CLR M02/M05 A2992 RMK AO2 T10231048,M
OOA,2026-01-02 07:55,28.00,24.00,84.71,360.00,6.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.71,KOOA 020755Z AUTO 36006KT 10SM CLR M02/M04 A2992 RMK AO2 T10231045,M
OOA,2026-01-02 08:15,28.00,24.00,84.71,340.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.71,KOOA 020815Z AUTO 34006KT 10SM CLR M02/M04 A2993 RMK AO2 T10231045,M
OOA,2026-01-02 08:35,27.50,23.70,85.39,10.00,7.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.29,KOOA 020835Z AUTO 01007KT 10SM CLR M02/M05 A2993 RMK AO2 T10251046,M
OOA,2026-01-02 08:55,27.30,23.50,85.38,20.00,8.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.32,KOOA 020855Z AUTO 02008KT 10SM CLR M03/M05 A2992 RMK AO2 T10261047,M
OOA,2026-01-02 09:15,27.30,23.00,83.60,360.00,6.00,0.00,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.87,KOOA 020915Z AUTO 36006KT 10SM CLR M03/M05 A2993 RMK AO2 T10261049,M
OOA,2026-01-02 09:35,27.30,23.00,83.60,360.00,6.00,0.00,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.87,KOOA 020935Z AUTO 36006KT 10SM CLR M03/M05 A2992 RMK AO2 T10261050,M
