station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
OOA,2026-01-19 03:35,15.30,6.80,68.50,330.00,17.00,0.00,30.09,M,10.00,22.00,SCT,SCT,M,M,4700.00,8000.00,M,M,M,M,M,M,M,M,M,-1.80,KOOA 190335Z AUTO 33017G22KT 10SM SCT047 SCT080 M09/M14 A3009 RMK AO2 T10931140,M
OOA,2026-01-19 03:55,15.30,7.50,70.71,310.00,19.00,0.00,30.10,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.65,KOOA 190355Z AUTO 31019G22KT 10SM CLR M09/M14 A3010 RMK AO2 T10931136,M
OOA,2026-01-19 04:15,15.00,5.70,66.01,320.00,26.00,0.00,30.11,M,10.00,33.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.52,KOOA 190415Z AUTO 32026G33KT 10SM CLR M09/M15 A3011 RMK AO2 T10941146,M
OOA,2026-01-19 04:35,13.60,5.00,67.98,330.00,17.00,0.00,30.11,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.03,KOOA 190435Z AUTO 33017G27KT 10SM CLR M10/M15 A3011 RMK AO2 T11021151,M
OOA,2026-01-19 04:55,13.60,3.70,64.04,320.00,21.00,0.00,30.13,M,10.00,32.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.69,KOOA 190455Z AUTO 32021G32KT 10SM CLR M10/M16 A3013 RMK AO2 T11021157,M
OOA,2026-01-19 05:15,12.70,2.70,63.62,310.00,19.00,0.00,30.13,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.09,KOOA 190515Z AUTO 31019G28KT 10SM CLR M11/M16 A3013 RMK AO2 T11071163,M
OOA,2026-01-19 05:35,12.20,2.70,65.04,320.00,18.00,0.00,30.13,M,10.00,24.00,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,-6.32,KOOA 190535Z AUTO 32018G24KT 10SM SCT100 M11/M16 A3013 RMK AO2 T11101163,M
OOA,2026-01-19 05:55,11.30,3.60,70.56,320.00,21.00,0.00,30.15,M,10.00,26.00,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,-8.76,KOOA 190555Z AUTO 32021G26KT 10SM SCT100 M11/M16 A3015 RMK AO2 T11151158 11036 21115 410281144,M
OOA,2026-01-19 06:15,10.00,-0.80,60.91,320.00,28.00,0.00,30.17,M,10.00,32.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.96,KOOA 190615Z AUTO 32028G32KT 10SM CLR M12/M18 A3017 RMK AO2 T11231182,M
OOA,2026-01-19 06:35,8.40,-1.70,62.72,330.00,23.00,0.00,30.17,M,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-13.41,KOOA 190635Z AUTO 33023G31KT 10SM CLR M13/M19 A3017 RMK AO2 T11311187,M
OOA,2026-01-19 06:55,7.50,-3.00,61.41,320.00,24.00,0.00,30.18,M,10.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.99,KOOA 190655Z AUTO 32024G30KT 10SM CLR M14/M19 A3018 RMK AO2 T11361194,M
OOA,2026-01-19 07:15,6.40,-3.50,63.04,310.00,21.00,0.00,30.18,M,10.00,32.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.29,KOOA 190715Z AUTO 31021G32KT 10SM CLR M14/M20 A3018 RMK AO2 T11421197,M
OOA,2026-01-19 07:35,6.00,-4.00,62.68,320.00,19.00,0.00,30.19,M,10.00,28.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.95,KOOA 190735Z AUTO 32019G28KT 10SM CLR M14/M20 A3019 RMK AO2 T11451199,M
OOA,2026-01-19 07:55,6.00,-2.60,67.01,310.00,20.00,0.00,30.22,M,10.00,26.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,-15.39,KOOA 190755Z AUTO 31020G26KT 10SM SCT090 M14/M19 A3022 RMK AO2 T11451192,M
OOA,2026-01-19 08:15,6.00,-3.00,65.74,310.00,15.00,0.00,30.22,M,10.00,26.00,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,-12.93,KOOA 190815Z AUTO 31015G26KT 10SM SCT100 M14/M19 A3022 RMK AO2 T11451195,M
OOA,2026-01-19 08:35,5.70,-4.00,63.54,310.00,19.00,0.00,30.24,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.34,KOOA 190835Z AUTO 31019G29KT 10SM CLR M15/M20 A3024 RMK AO2 T11461200,M
OOA,2026-01-19 08:55,5.70,-4.00,63.54,310.00,17.00,0.00,30.25,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.38,KOOA 190855Z AUTO 31017G29KT 10SM CLR M15/M20 A3025 RMK AO2 T11461200,M
OOA,2026-01-19 09:15,5.00,-4.00,65.61,320.00,16.00,0.00,30.25,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.77,KOOA 190915Z AUTO 32016G26KT 10SM CLR M15/M20 A3025 RMK AO2 T11491200,M
OOA,2026-01-19 09:35,5.00,-3.60,66.88,320.00,17.00,0.00,30.25,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.30,KOOA 190935Z AUTO 32017G22KT 10SM CLR M15/M20 A3025 RMK AO2 T11501198,M
OOA,2026-01-19 09:55,5.00,-3.00,68.82,320.00,16.00,0.00,30.25,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.77,KOOA 190955Z AUTO 32016G23KT 10SM CLR M15/M19 A3025 RMK AO2 T11501195,M
OOA,2026-01-19 10:15,5.00,-2.20,71.49,320.00,20.00,0.00,30.27,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.72,KOOA 191015Z AUTO 32020G25KT 10SM CLR M15/M19 A3027 RMK AO2 T11511190,M
OOA,2026-01-19 10:35,3.70,-5.30,65.43,330.00,22.00,0.00,30.28,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.32,KOOA 191035Z AUTO 33022G29KT 10SM CLR M16/M21 A3028 RMK AO2 T11571207,M
OOA,2026-01-19 10:55,3.20,-5.80,65.37,330.00,22.00,0.00,30.29,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.99,KOOA 191055Z AUTO 33022G25KT 10SM CLR M16/M21 A3029 RMK AO2 T11601210,M
OOA,2026-01-19 11:15,3.00,-5.80,65.97,320.00,20.00,0.00,30.30,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.38,KOOA 191115Z AUTO 32020G26KT 10SM CLR M16/M21 A3030 RMK AO2 T11611210,M
OOA,2026-01-19 11:35,3.00,-5.30,67.58,320.00,14.00,0.00,30.31,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.22,KOOA 191135Z AUTO 32014G23KT 10SM CLR M16/M21 A3031 RMK AO2 T11621207,M
OOA,2026-01-19 11:55,3.00,-3.00,75.46,320.00,13.00,0.00,30.32,M,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.58,KOOA 191155Z AUTO 32013KT 7SM CLR M16/M19 A3032 RMK AO2 T11611194 11115 21162,M
OOA,2026-01-19 12:15,3.20,-4.00,71.28,310.00,18.00,0.00,30.34,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.16,KOOA 191215Z AUTO 31018G24KT 10SM CLR M16/M20 A3034 RMK AO2 T11601200,M
OOA,2026-01-19 12:35,3.00,-5.40,67.26,320.00,20.00,0.00,30.35,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.38,KOOA 191235Z AUTO 32020G25KT 10SM CLR M16/M21 A3035 RMK AO2 T11621208,M
OOA,2026-01-19 12:55,3.00,-5.30,67.58,310.00,22.00,0.00,30.36,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.25,KOOA 191255Z AUTO 31022G26KT 10SM CLR M16/M21 A3036 RMK AO2 T11611207,M
OOA,2026-01-19 13:15,2.30,-6.00,67.49,320.00,17.00,0.00,30.37,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.83,KOOA 191315Z AUTO 32017KT 10SM CLR M16/M21 A3037 RMK AO2 T11651212,M
OOA,2026-01-19 13:35,2.00,-6.70,66.16,310.00,15.00,0.00,30.38,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.11,KOOA 191335Z AUTO 31015G20KT 10SM CLR M17/M21 A3038 RMK AO2 T11671215,M
OOA,2026-01-19 13:55,2.30,-6.30,66.52,310.00,17.00,0.00,30.39,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.83,KOOA 191355Z AUTO 31017G22KT 10SM CLR M16/M21 A3039 RMK AO2 T11651213,M
OOA,2026-01-19 14:15,3.00,-6.30,64.40,310.00,17.00,0.00,30.39,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.92,KOOA 191415Z AUTO 31017G24KT 10SM CLR M16/M21 A3039 RMK AO2 T11621213,M
OOA,2026-01-19 14:35,3.60,-6.00,63.55,310.00,15.00,0.00,30.40,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.04,KOOA 191435Z AUTO 31015G22KT 10SM CLR M16/M21 A3040 RMK AO2 T11581211,M
OOA,2026-01-19 14:55,4.00,-5.30,64.54,320.00,17.00,0.00,30.41,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.61,KOOA 191455Z AUTO 32017G25KT 10SM CLR M15/M21 A3041 RMK AO2 T11551207,M
OOA,2026-01-19 15:15,5.00,-4.50,64.06,310.00,15.00,0.00,30.42,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.22,KOOA 191515Z AUTO 31015G24KT 10SM CLR M15/M20 A3042 RMK AO2 T11501203,M
OOA,2026-01-19 15:35,5.00,-4.70,63.44,300.00,21.00,0.00,30.43,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.16,KOOA 191535Z AUTO 30021G26KT 10SM CLR M15/M20 A3043 RMK AO2 T11491204,M
OOA,2026-01-19 15:55,6.00,-4.40,61.49,310.00,22.00,0.00,30.44,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.24,KOOA 191555Z AUTO 31022G26KT 10SM CLR M14/M20 A3044 RMK AO2 T11441202,M
OOA,2026-01-19 16:15,6.60,-4.00,60.99,310.00,19.00,0.00,30.44,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.15,KOOA 191615Z AUTO 31019G25KT 10SM CLR M14/M20 A3044 RMK AO2 T11411200,M
OOA,2026-01-19 16:35,7.30,-3.60,60.22,310.00,18.00,0.00,30.46,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.77,KOOA 191635Z AUTO 31018G24KT 10SM CLR M14/M20 A3046 RMK AO2 T11371198,M
OOA,2026-01-19 16:55,7.70,-4.00,58.02,310.00,16.00,0.00,30.46,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-11.25,KOOA 191655Z AUTO 31016G22KT 10SM CLR M13/M20 A3046 RMK AO2 T11351199,M
OOA,2026-01-19 17:15,8.20,-2.70,60.36,300.00,19.00,0.00,30.46,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.04,KOOA 191715Z AUTO 30019KT 10SM CLR M13/M19 A3046 RMK AO2 T11321193,M
OOA,2026-01-19 17:35,8.60,-3.50,57.06,300.00,17.00,0.00,30.45,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.58,KOOA 191735Z AUTO 30017G24KT 10SM CLR M13/M20 A3045 RMK AO2 T11301197,M
OOA,2026-01-19 17:55,10.00,-2.20,57.01,310.00,14.00,0.00,30.44,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.20,KOOA 191755Z AUTO 31014G20KT 10SM CLR M12/M19 A3044 RMK AO2 T11231190 11123 21167,M
OOA,2026-01-19 18:15,10.00,-2.70,55.67,300.00,18.00,0.00,30.44,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.21,KOOA 191815Z AUTO 30018G22KT 10SM CLR M12/M19 A3044 RMK AO2 T11221193,M
OOA,2026-01-19 18:35,10.40,-3.00,53.91,300.00,16.00,0.00,30.43,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.74,KOOA 191835Z AUTO 30016G20KT 10SM CLR M12/M19 A3043 RMK AO2 T11201194,M
OOA,2026-01-19 18:55,11.30,-2.40,53.29,290.00,16.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.56,KOOA 191855Z AUTO 29016KT 10SM CLR M11/M19 A3042 RMK AO2 T11151191,M
OOA,2026-01-19 19:15,11.00,-3.30,51.74,280.00,15.00,0.00,30.41,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.44,KOOA 191915Z AUTO 28015G18KT 10SM CLR M12/M20 A3041 RMK AO2 T11161196,M
OOA,2026-01-19 19:35,12.00,-3.00,50.21,300.00,11.00,0.00,30.40,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.81,KOOA 191935Z AUTO 30011G18KT 10SM CLR M11/M19 A3040 RMK AO2 T11121194,M
OOA,2026-01-19 19:55,12.20,-2.00,52.18,280.00,11.00,0.00,30.40,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.56,KOOA 191955Z AUTO 28011G17KT 10SM CLR M11/M19 A3040 RMK AO2 T11101189,M
OOA,2026-01-19 20:15,13.30,-1.50,50.90,290.00,14.00,0.00,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.94,KOOA 192015Z AUTO 29014KT 10SM CLR M10/M19 A3039 RMK AO2 T11041186,M
OOA,2026-01-19 20:35,13.00,-2.20,49.90,300.00,13.00,0.00,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.77,KOOA 192035Z AUTO 30013KT 10SM CLR M10/M19 A3039 RMK AO2 T11051190,M
OOA,2026-01-19 20:55,13.60,-1.70,49.76,280.00,14.00,0.00,30.38,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.56,KOOA 192055Z AUTO 28014G18KT 10SM CLR M10/M19 A3038 RMK AO2 T11021187,M
OOA,2026-01-19 21:15,14.40,-0.60,50.60,290.00,14.00,0.00,30.37,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.52,KOOA 192115Z AUTO 29014G19KT 10SM CLR M10/M18 A3037 RMK AO2 T10981181,M
OOA,2026-01-19 21:35,14.00,-2.00,48.20,290.00,12.00,0.00,30.36,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.91,KOOA 192135Z AUTO 29012KT 10SM CLR M10/M19 A3036 RMK AO2 T11001188,M
OOA,2026-01-19 21:55,14.00,-1.00,50.54,290.00,11.00,0.00,30.36,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.28,KOOA 192155Z AUTO 29011KT 10SM CLR M10/M18 A3036 RMK AO2 T11001184,M
OOA,2026-01-19 22:15,14.00,-1.30,49.83,290.00,11.00,0.00,30.35,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.28,KOOA 192215Z AUTO 29011KT 10SM CLR M10/M18 A3035 RMK AO2 T11011185,M
OOA,2026-01-19 22:35,12.70,-0.80,54.02,290.00,7.00,0.00,30.35,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.25,KOOA 192235Z AUTO 29007KT 10SM CLR M11/M18 A3035 RMK AO2 T11071182,M
OOA,2026-01-19 22:55,12.70,0.30,56.89,290.00,8.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.34,KOOA 192255Z AUTO 29008KT 10SM CLR M11/M18 A3034 RMK AO2 T11071176,M
OOA,2026-01-19 23:15,13.00,0.00,55.35,300.00,7.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.62,KOOA 192315Z AUTO 30007KT 10SM CLR M11/M18 A3034 RMK AO2 T11061178,M
OOA,2026-01-19 23:35,12.00,0.30,58.68,310.00,6.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.44,KOOA 192335Z AUTO 31006KT 10SM CLR M11/M18 A3034 RMK AO2 T11111176,M
OOA,2026-01-19 23:55,12.00,0.50,59.23,300.00,5.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.64,KOOA 192355Z AUTO 30005KT 10SM CLR M11/M17 A3034 RMK AO2 T11121175 11097 21125,M
OOA,2026-01-20 00:15,11.50,0.70,61.13,290.00,3.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.25,KOOA 200015Z AUTO 29003KT 10SM CLR M11/M17 A3034 RMK AO2 T11141174,M
OOA,2026-01-20 00:35,10.80,0.50,62.47,290.00,3.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.45,KOOA 200035Z AUTO 29003KT 10SM CLR M12/M17 A3034 RMK AO2 T11181175,M
OOA,2026-01-20 00:55,10.40,-0.40,60.97,280.00,4.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.20,KOOA 200055Z AUTO 28004KT 10SM CLR M12/M18 A3034 RMK AO2 T11201180,M
OOA,2026-01-20 01:15,10.00,-1.00,60.34,0.00,0.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.00,KOOA 200115Z AUTO 00000KT 10SM CLR M12/M18 A3034 RMK AO2 T11221184,M
OOA,2026-01-20 01:35,8.40,0.50,69.56,0.00,0.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.40,KOOA 200135Z AUTO 00000KT 10SM CLR M13/M17 A3034 RMK AO2 T11311175,M
OOA,2026-01-20 01:55,9.50,1.00,67.78,240.00,3.00,0.00,30.35,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.97,KOOA 200155Z AUTO 24003KT 10SM CLR M12/M17 A3035 RMK AO2 T11251173,M
OOA,2026-01-20 02:15,9.30,0.70,67.43,210.00,3.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.74,KOOA 200215Z AUTO 21003KT 10SM CLR M13/M17 A3034 RMK AO2 T11261174,M
OOA,2026-01-20 02:35,9.30,1.80,70.98,210.00,3.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.74,KOOA 200235Z AUTO 21003KT 10SM CLR M13/M17 A3034 RMK AO2 T11261168,M
OOA,2026-01-20 02:55,10.00,2.30,70.41,200.00,4.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.73,KOOA 200255Z AUTO 20004KT 10SM CLR M12/M16 A3033 RMK AO2 T11231165,M
OOA,2026-01-20 03:15,11.00,2.70,68.60,210.00,4.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.90,KOOA 200315Z AUTO 21004KT 10SM CLR M12/M16 A3033 RMK AO2 T11171163,M
OOA,2026-01-20 03:35,12.00,2.30,64.41,200.00,3.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.82,KOOA 200335Z AUTO 20003KT 10SM CLR M11/M16 A3032 RMK AO2 T11111165,M
OOA,2026-01-20 03:55,12.20,2.50,64.44,200.00,3.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.05,KOOA 200355Z AUTO 20003KT 10SM CLR M11/M16 A3032 RMK AO2 T11101164,M
OOA,2026-01-20 04:15,12.60,2.70,63.90,210.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.77,KOOA 200415Z AUTO 21004KT 10SM CLR M11/M16 A3032 RMK AO2 T11081163,M
OOA,2026-01-20 04:35,12.20,2.50,64.44,210.00,5.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.88,KOOA 200435Z AUTO 21005KT 10SM CLR M11/M16 A3032 RMK AO2 T11101164,M
OOA,2026-01-20 04:55,12.00,3.00,66.54,220.00,6.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.44,KOOA 200455Z AUTO 22006KT 10SM CLR M11/M16 A3033 RMK AO2 T11111161,M
OOA,2026-01-20 05:15,12.00,2.30,64.41,220.00,4.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.07,KOOA 200515Z AUTO 22004KT 10SM CLR M11/M16 A3033 RMK AO2 T11111165,M
OOA,2026-01-20 05:35,12.20,3.00,65.95,220.00,4.00,0.00,30.34,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.30,KOOA 200535Z AUTO 22004KT 10SM CLR M11/M16 A3034 RMK AO2 T11101161,M
OOA,2026-01-20 05:55,12.00,3.60,68.41,210.00,3.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.82,KOOA 200555Z AUTO 21003KT 10SM CLR M11/M16 A3033 RMK AO2 T11121158 11108 21131 410971167,M
OOA,2026-01-20 06:15,11.30,3.70,70.89,220.00,4.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.25,KOOA 200615Z AUTO 22004KT 10SM CLR M11/M16 A3033 RMK AO2 T11151157,M
OOA,2026-01-20 06:35,12.60,4.50,69.43,210.00,5.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.36,KOOA 200635Z AUTO 21005KT 10SM CLR M11/M15 A3033 RMK AO2 T11081153,M
OOA,2026-01-20 06:55,13.00,3.60,65.45,210.00,3.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.97,KOOA 200655Z AUTO 21003KT 10SM CLR M10/M16 A3033 RMK AO2 T11051158,M
OOA,2026-01-20 07:15,12.60,4.00,67.85,200.00,4.00,0.00,30.33,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.77,KOOA 200715Z AUTO 20004KT 10SM CLR M11/M15 A3033 RMK AO2 T11081155,M
OOA,2026-01-20 07:35,12.60,4.00,67.85,190.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.77,KOOA 200735Z AUTO 19004KT 10SM CLR M11/M16 A3032 RMK AO2 T11081156,M
OOA,2026-01-20 07:55,12.00,4.00,69.68,180.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.07,KOOA 200755Z AUTO 18004KT 10SM CLR M11/M15 A3032 RMK AO2 T11121155,M
OOA,2026-01-20 08:15,12.20,4.60,71.00,180.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.30,KOOA 200815Z AUTO 18004KT 10SM CLR M11/M15 A3032 RMK AO2 T11101152,M
OOA,2026-01-20 08:35,12.00,5.00,72.95,180.00,5.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.64,KOOA 200835Z AUTO 18005KT 10SM CLR M11/M15 A3032 RMK AO2 T11111150,M
OOA,2026-01-20 08:55,12.00,5.40,74.30,170.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.07,KOOA 200855Z AUTO 17004KT 10SM CLR M11/M15 A3032 RMK AO2 T11111148,M
OOA,2026-01-20 09:15,12.70,5.00,70.73,160.00,3.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.63,KOOA 200915Z AUTO 16003KT 10SM CLR M11/M15 A3032 RMK AO2 T11071150,M
OOA,2026-01-20 09:35,13.50,6.40,72.79,170.00,3.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.54,KOOA 200935Z AUTO 17003KT 10SM CLR M10/M14 A3032 RMK AO2 T11031142,M
OOA,2026-01-20 09:55,14.00,6.60,71.85,160.00,3.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.11,KOOA 200955Z AUTO 16003KT 10SM CLR M10/M14 A3032 RMK AO2 T11001141,M
OOA,2026-01-20 10:15,14.00,7.00,73.17,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.00,KOOA 201015Z AUTO 00000KT 10SM CLR M10/M14 A3032 RMK AO2 T11001138,M
OOA,2026-01-20 10:35,14.50,7.50,73.23,0.00,0.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.50,KOOA 201035Z AUTO 00000KT 10SM CLR M10/M14 A3032 RMK AO2 T10971136,M
OOA,2026-01-20 10:55,14.50,7.30,72.57,30.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.98,KOOA 201055Z AUTO 03004KT 10SM CLR M10/M14 A3032 RMK AO2 T10971137,M
OOA,2026-01-20 11:15,11.30,6.00,78.77,50.00,4.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.25,KOOA 201115Z AUTO 05004KT 10SM CLR M11/M14 A3032 RMK AO2 T11151145,M
OOA,2026-01-20 11:35,9.00,3.70,78.57,50.00,5.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.92,KOOA 201135Z AUTO 05005KT 10SM CLR M13/M16 A3032 RMK AO2 T11281157,M
OOA,2026-01-20 11:55,7.00,2.00,79.48,60.00,5.00,0.00,30.32,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.29,KOOA 201155Z AUTO 06005KT 10SM CLR M14/M17 A3032 RMK AO2 T11381166 11095 21138,M
