station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,anomaly,anomaly_score,is_anomaly,PC1,PC2
OOA,2026-01-23 13:55,-9.6,-24.5,46.71,350.0,14.0,0.0,30.77,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-32.46,KOOA 231355Z AUTO 35014KT 10SM CLR M23/M31 A3077 RMK AO2 T12311314,M,-1,-0.5883343424409964,1,-4.418099259799632,0.7406054991176634
OOA,2026-01-24 14:35,-2.2,-13.0,59.08,80.0,6.0,0.0,30.67,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.66,KOOA 241435Z AUTO 08006KT 7SM CLR M19/M25 A3067 RMK AO2 T11901250,M,-1,-0.588037475645875,1,-2.814123656982433,-1.931880025985347
OOA,2026-01-23 14:15,-9.4,-23.8,48.0,350.0,15.0,0.0,30.78,M,10.0,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-32.89,KOOA 231415Z AUTO 35015G21KT 10SM CLR M23/M31 A3078 RMK AO2 T12301310,M,-1,-0.5878308001183404,1,-4.376108653383412,0.8340171652561559
OOA,2026-01-23 13:35,-9.4,-24.5,46.26,360.0,13.0,0.0,30.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-31.47,KOOA 231335Z AUTO 36013KT 10SM CLR M23/M31 A3076 RMK AO2 T12301314,M,-1,-0.5853227140251903,1,-4.406044976546807,0.692427595503251
OOA,2026-01-17 16:55,12.2,7.5,81.03,310.0,16.0,0.0,30.14,M,0.75,24.00,VV ,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,-5.39,KOOA 171655Z AUTO 31016G24KT 3/4SM VV005 M11/M14 A3014 RMK AO2 T11101136,M,-1,-0.5849517199570824,1,0.3996266405470733,-0.00014415554575949384
OOA,2026-01-17 03:55,19.2,15.0,83.39,310.0,18.0,0.0,29.88,M,1.0,23.00,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,2.9,KOOA 170355Z AUTO 31018G23KT 1SM VV007 M07/M09 A2988 RMK AO2 T10711095,M,-1,-0.5847387022965446,1,1.36685967291273,0.4902326435960965
OOA,2026-01-23 10:35,-6.3,-20.7,48.55,360.0,19.0,0.0,30.65,M,10.0,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-31.21,KOOA 231035Z AUTO 36019G25KT 10SM CLR M21/M29 A3065 RMK AO2 T12131293,M,-1,-0.5840091498594366,1,-3.9443609334976006,1.4755991680746123
OOA,2026-01-23 22:15,-0.2,-20.0,37.64,10.0,9.0,0.0,30.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.52,KOOA 232215Z AUTO 01009KT 10SM CLR M18/M29 A3076 RMK AO2 T11791288,M,-1,-0.5839583825127712,1,-3.980381636676296,-1.2812489071854891
OOA,2026-01-23 12:55,-9.0,-24.3,45.84,350.0,13.0,0.0,30.74,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-30.96,KOOA 231255Z AUTO 35013KT 10SM CLR M23/M31 A3074 RMK AO2 T12271313,M,-1,-0.5836588662048661,1,-4.357070402641842,0.6657423239356202
OOA,2026-01-23 18:15,-2.0,-22.0,36.92,20.0,9.0,0.0,30.81,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.76,KOOA 231815Z AUTO 02009KT 10SM CLR M19/M30 A3081 RMK AO2 T11881300,M,-1,-0.5836171345216856,1,-4.218687506506262,-1.2775186786638328
OOA,2026-01-17 18:35,12.6,7.7,80.33,300.0,20.0,0.0,30.15,M,0.75,27.00,VV ,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,-6.63,KOOA 171835Z AUTO 30020G27KT 3/4SM VV005 M11/M13 A3015 RMK AO2 T11081135,M,-1,-0.5832875774909327,1,0.37690513981228124,0.4336377380217346
OOA,2026-01-06 07:15,39.6,39.2,98.45,0.0,0.0,0.0,29.6,M,3.0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.6,KOOA 060715Z AUTO 00000KT 3SM 04/04 A2960 RMK AO2 SKY OBSCURED T00420040,M,-1,-0.5826936688947616,1,3.719230053645937,-2.7827958731489963
OOA,2026-01-06 02:15,36.7,36.3,98.43,100.0,4.0,0.0,29.67,M,0.5,M,VV ,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,32.91,KOOA 060215Z AUTO 10004KT 1/2SM VV005 03/02 A2967 RMK AO2 T00260024,M,-1,-0.5826025154390356,1,3.6231261818478133,-2.1259080769966725
OOA,2026-01-07 11:55,28.8,28.4,98.37,0.0,0.0,0.0,29.85,M,1.75,M,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,28.8,KOOA 071155Z AUTO 00000KT 1 3/4SM VV007 M02/M02 A2985 RMK AO2 T10181020 10000 21018,M,-1,-0.5823718376824747,1,2.686260851792928,-3.2481958151090944
OOA,2026-01-24 19:55,5.0,-2.2,71.49,60.0,4.0,0.0,30.53,M,3.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.11,KOOA 241955Z AUTO 06004KT 3SM CLR M15/M19 A3053 RMK AO2 T11491190,M,-1,-0.5822413478524767,1,-1.18744436087007,-2.6727712325614905
OOA,2026-01-23 17:55,-3.3,-22.7,37.86,360.0,13.0,0.0,30.81,M,10.0,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.66,KOOA 231755Z AUTO 36013G18KT 10SM CLR M20/M30 A3081 RMK AO2 T11961304 11196 21231,M,-1,-0.5818938003981075,1,-4.424974734832823,0.9324740441140301
OOA,2026-01-09 03:55,42.8,41.5,95.11,270.0,20.0,0.0,29.4,M,3.0,24.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.48,KOOA 090355Z AUTO 27020G24KT 3SM 06/05 A2940 RMK AO2 SKY OBSCURED T00600053,M,-1,-0.5811393396890495,1,3.9855212661090387,1.2137741308759675
OOA,2026-01-30 21:15,16.7,6.0,62.15,30.0,13.0,0.0,30.49,M,4.0,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.97,KOOA 302115Z AUTO 03013G19KT 4SM CLR M08/M14 A3049 RMK AO2 T10851144,M,-1,-0.5809150848925152,1,-0.7921959663890716,-1.2529388191451387
OOA,2026-01-23 21:35,0.3,-21.0,34.9,350.0,10.0,0.0,30.77,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.78,KOOA 232135Z AUTO 35010KT 10SM CLR M18/M29 A3077 RMK AO2 T11761294,M,-1,-0.5803315091306736,1,-4.231874919324647,0.6687880906079667
OOA,2026-01-17 17:35,12.4,7.7,81.04,300.0,19.0,0.0,30.15,M,1.0,22.00,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,-6.48,KOOA 171735Z AUTO 30019G22KT 1SM VV007 M11/M13 A3015 RMK AO2 T11091135,M,-1,-0.5797465699857821,1,0.36271109085695313,0.3233663033281226
OOA,2026-01-07 06:35,31.6,31.6,100.0,0.0,0.0,0.0,29.84,M,1.5,M,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,31.6,KOOA 070635Z AUTO 00000KT 1 1/2SM VV007 00/00 A2984 RMK AO2 T10021002,M,-1,-0.5796600393493986,1,2.977701257007972,-3.2418415629762243
OOA,2026-01-23 17:15,-4.0,-21.0,42.79,10.0,12.0,0.0,30.82,M,10.0,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.82,KOOA 231715Z AUTO 01012G16KT 10SM CLR M20/M29 A3082 RMK AO2 T11991294,M,-1,-0.5795158475224738,1,-4.132726293987214,-1.123152510238061
OOA,2026-01-17 17:55,12.6,8.0,81.43,290.0,19.0,0.0,30.14,M,1.0,M,BKN,BKN,M,M,1000.00,2300.00,M,M,M,M,M,M,M,M,M,-6.22,KOOA 171755Z AUTO 29019KT 1SM BKN010 BKN023 M11/M13 A3014 RMK AO2 T11081133 11103 21125,M,-1,-0.5792300292704697,1,0.41091190970027586,0.27298090933787056
OOA,2026-01-17 19:35,13.6,8.6,80.05,300.0,19.0,0.0,30.15,M,1.0,24.00,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,-4.9,KOOA 171935Z AUTO 30019G24KT 1SM VV007 M10/M13 A3015 RMK AO2 T11021130,M,-1,-0.5786986664053321,1,0.41071364716318887,0.3652797128120831
OOA,2026-01-08 17:55,49.5,46.0,87.68,140.0,5.0,0.0,29.56,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.18,KOOA 081755Z AUTO 14005KT 4SM CLR 10/08 A2956 RMK AO2 T00970078 10097 20045,M,-1,-0.5782853570353281,1,3.9090976961686628,-0.9488788747189075
OOA,2026-01-17 18:55,13.5,8.4,79.69,300.0,21.0,0.0,30.14,M,1.0,25.00,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,-5.82,KOOA 171855Z AUTO 30021G25KT 1SM VV007 M10/M13 A3014 RMK AO2 T11031131,M,-1,-0.5778832978396826,1,0.4020120265555354,0.6104117665163391
OOA,2026-01-23 20:55,0.3,-21.0,34.9,340.0,10.0,0.0,30.77,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.78,KOOA 232055Z AUTO 34010KT 10SM CLR M18/M29 A3077 RMK AO2 T11761294,M,-1,-0.577774712648462,1,-4.227551826462396,0.616409129720696
OOA,2026-01-24 19:35,5.0,-3.0,68.82,90.0,5.0,0.0,30.54,M,3.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.67,KOOA 241935Z AUTO 09005KT 3SM CLR M15/M19 A3054 RMK AO2 T11501195,M,-1,-0.5776865090812348,1,-1.3137414621702928,-2.354473075440219
OOA,2026-01-06 01:55,36.3,35.8,98.04,110.0,3.0,0.0,29.68,M,1.0,M,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,33.6,KOOA 060155Z AUTO 11003KT 1SM VV007 02/02 A2968 RMK AO2 T00240021,M,-1,-0.5775353093381573,1,3.5084326925640625,-2.148403666791024
OOA,2026-01-23 19:35,-1.0,-22.0,35.22,360.0,10.0,0.0,30.79,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.41,KOOA 231935Z AUTO 36010KT 10SM CLR M18/M30 A3079 RMK AO2 T11831300,M,-1,-0.5774100588531795,1,-4.341803832344155,0.6800192090702568
OOA,2026-01-23 19:55,-1.0,-22.0,35.22,360.0,10.0,0.0,30.78,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.41,KOOA 231955Z AUTO 36010KT 10SM CLR M18/M30 A3078 RMK AO2 T11831299,M,-1,-0.5769385622149468,1,-4.324669463224671,0.6852329383791976
OOA,2026-01-07 02:35,33.8,33.8,100.0,300.0,3.0,0.0,29.85,M,0.25,M,VV ,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,30.75,KOOA 070235Z AUTO 30003KT 1/4SM VV002 01/01 A2985 RMK AO2 T00100010,M,-1,-0.5758463699794194,1,3.1123619670695843,-1.4008533758334787
OOA,2026-01-09 03:15,45.0,43.5,94.44,270.0,19.0,0.0,29.36,M,5.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.63,KOOA 090315Z AUTO 27019KT 5SM CLR 07/06 A2936 RMK AO2 T00720064,M,-1,-0.5757712023616399,1,3.9611075787750885,1.3679423695076087
OOA,2026-01-07 02:15,34.0,34.0,100.0,0.0,0.0,0.0,29.85,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.0,KOOA 070215Z AUTO 00000KT 2 1/2SM 01/01 A2985 RMK AO2 SKY OBSCURED T00120012,M,-1,-0.5756886460673774,1,3.0134694495764127,-3.101837507821121
OOA,2026-01-24 18:55,4.0,-3.6,70.02,90.0,4.0,0.0,30.56,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.28,KOOA 241855Z AUTO 09004KT 4SM CLR M16/M20 A3056 RMK AO2 T11561198,M,-1,-0.5748366493643191,1,-1.482516045697065,-2.426650565863765
OOA,2026-01-07 06:15,32.0,32.0,100.0,0.0,0.0,0.0,29.84,M,2.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.0,KOOA 070615Z AUTO 00000KT 2SM CLR 00/00 A2984 RMK AO2 T00000000,M,-1,-0.5748200083179986,1,2.949125167207626,-3.185141224635194
OOA,2026-01-07 01:55,34.7,34.7,100.0,0.0,0.0,0.0,29.84,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.7,KOOA 070155Z AUTO 00000KT 4SM CLR 02/02 A2984 RMK AO2 T00150015,M,-1,-0.574058536396167,1,2.910483442642169,-2.936465609670959
OOA,2026-01-23 20:35,-1.0,-21.0,37.1,350.0,8.0,0.0,30.77,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.54,KOOA 232035Z AUTO 35008KT 10SM CLR M18/M29 A3077 RMK AO2 T11841295,M,-1,-0.5737065660468635,1,-4.216252890892787,0.3705364095016842
OOA,2026-01-07 07:55,31.0,31.0,100.0,0.0,0.0,0.0,29.83,M,3.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.0,KOOA 070755Z AUTO 00000KT 3SM CLR 00/00 A2983 RMK AO2 T10051005,M,-1,-0.5732461764778075,1,2.7852957727767214,-3.1023210648989266
OOA,2026-01-23 11:55,-7.8,-20.7,52.22,350.0,17.0,0.0,30.7,M,10.0,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-32.06,KOOA 231155Z AUTO 35017G21KT 10SM CLR M22/M29 A3070 RMK AO2 T12211293 11145 21221,M,-1,-0.5731712862131698,1,-3.9809241407859894,1.0669530639358522
OOA,2026-01-24 20:15,5.5,-2.4,69.21,100.0,5.0,0.0,30.52,M,3.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.08,KOOA 242015Z AUTO 10005KT 3SM CLR M15/M19 A3052 RMK AO2 T11471191,M,-1,-0.5729106728692626,1,-1.236417195940368,-2.2889211106378653
OOA,2026-01-23 17:35,-3.5,-21.6,40.49,340.0,14.0,0.0,30.82,M,10.0,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.6,KOOA 231735Z AUTO 34014G18KT 10SM CLR M20/M30 A3082 RMK AO2 T11971298,M,-1,-0.5725973277932763,1,-4.341678716829702,0.8906148640753608
OOA,2026-01-06 15:35,42.0,42.0,100.0,260.0,7.0,0.0,29.69,M,0.25,M,VV ,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,36.97,KOOA 061535Z AUTO 26007KT 1/4SM VV002 06/06 A2969 RMK AO2 T00560055,M,-1,-0.5725770836905274,1,3.954419004161952,-0.8932872462272632
